"grid","nfta10","grid.1","nfta15","grid.2","nfta20","grid.3","nfta25","grid.4","nfta30","grid.5","nfta35","grid.6","nfta40","grid.7","nfta45","grid.8","nfta50","grid.9","nfta55","grid.10","nfta60","grid.11","nfta65","grid.12","nfta70","grid.13","nfta75","grid.14","nfta80","grid.15","nfta85","grid.16","nfta90"
0.067,125.467686285909,0.067,140.6890988248,0.067,113.574267764951,0.067,86.590813447238,0.067,40.8836997764138,0.067,16.6901372096653,0.067,5.83953484389404,0.067,1.21112091999413,0.117,45.7402662728081,0.117,28.5175450043128,0.117,13.6969815219718,0.117,5.65356437781767,0.117,0.0646251664938395,0.117,1.98425890440591,0.117,3.35156550331787,0.117,0.501477454132323,0.117,1.03406181023758
0.068,132.750086729611,0.068,147.778909741699,0.068,121.479248126954,0.068,92.3711545748574,0.068,45.1706529627921,0.068,18.3138960395434,0.068,6.51654674374806,0.068,1.52447442587292,0.118,47.2646472636114,0.118,29.3465784186674,0.118,15.8715264612836,0.118,6.03827095284084,0.118,0.0848127499993526,0.118,1.69724725862256,0.118,3.5390872480266,0.118,0.45335027185622,0.118,0.850865691064004
0.069,133.977805572229,0.069,156.439781449291,0.069,126.677137547283,0.069,95.4493067504001,0.069,45.8020837303521,0.069,20.9624978884029,0.069,7.8900357257304,0.069,1.74325682494161,0.119,47.9521324447635,0.119,31.1822081874837,0.119,16.4138822923092,0.119,6.0009673699168,0.119,0.139850110808498,0.119,1.69028527478548,0.119,4.00649906470302,0.119,0.448115450382697,0.119,1.00839352139346
0.07,137.986954077208,0.07,160.394764607652,0.07,132.643350475933,0.07,97.1216889111633,0.07,48.4417707178606,0.07,22.3527776771183,0.07,8.96542140628758,0.07,2.09771999310349,0.12,50.1343032143487,0.12,32.234048229863,0.12,16.6245838019222,0.12,6.03022790413255,0.12,0.0129402620699294,0.12,1.0623638566688,0.12,3.68057524157593,0.12,0.458582581951978,0.12,0.832051538553586
0.071,144.825943137406,0.071,165.734584418608,0.071,143.10298384607,0.071,99.706111249187,0.071,52.1538381174347,0.071,25.3440700654517,0.071,9.64499942165223,0.071,2.37407146131963,0.121,51.8556149339829,0.121,32.8060635794428,0.121,16.7276901153577,0.121,7.19145923048447,0.121,0.306742553899757,0.121,0.75953306714414,0.121,2.89475739841898,0.121,0.433710145206235,0.121,0.769381054211503
0.072,149.002555011483,0.072,169.233455460246,0.072,148.10728408077,0.072,104.009739930526,0.072,53.5309803435955,0.072,27.3490217907619,0.072,10.4492510584309,0.072,2.84790056090994,0.122,53.0688350901869,0.122,33.8753308567629,0.122,18.075476008534,0.122,7.23364318000639,0.122,0.275267500987269,0.122,0.562657891569511,0.122,2.72310487284049,0.122,0.464036682711132,0.122,0.666798495993899
0.073,152.947185745678,0.073,176.974889706363,0.073,151.249173268116,0.073,108.909481054814,0.073,54.9445029841143,0.073,29.0186481774653,0.073,10.9614119163331,0.073,3.5795554900542,0.123,54.8460680209383,0.123,33.8404710550587,0.123,19.6162507468282,0.123,8.23405588094144,0.123,0.219140002449606,0.123,0.552691874737619,0.123,2.69811745294577,0.123,0.285143409349085,0.123,0.591943405941382
0.074,156.115970950058,0.074,182.485796816349,0.074,157.927973922075,0.074,112.870572165752,0.074,58.7424994803546,0.074,31.6985366171401,0.074,12.4309711562298,0.074,4.42703410618475,0.124,56.8521918925911,0.124,33.9095814865561,0.124,19.7084192254646,0.124,8.52930935337746,0.124,0.0355520957012396,0.124,0.439379878073453,0.124,2.26769526582314,0.124,0.220589129889914,0.124,0.599063471965844
0.075,156.21729851756,0.075,192.185343888952,0.075,160.110149460402,0.075,115.315502261239,0.075,62.2385855298823,0.075,34.1874246023732,0.075,13.7543259264399,0.075,5.12248188420412,0.125,58.8991678559883,0.125,35.2266029738687,0.125,21.3750588675229,0.125,8.42156827772881,0.125,0.533354402913619,0.125,0.613026176139513,0.125,1.84241546060566,0.125,0.203355777023908,0.125,0.662242858729605
0.076,165.255762620574,0.076,197.671981473905,0.076,164.123632278286,0.076,120.08968562888,0.076,65.9086194614035,0.076,34.9596147902925,0.076,15.2596705564157,0.076,5.56149069222331,0.126,60.2697444554112,0.126,35.0855660716424,0.126,21.5754049860641,0.126,9.71066814639638,0.126,0.16371831589429,0.126,0.347740509534848,0.126,2.2435142198773,0.126,0.163058033116447,0.126,0.590584470479576
0.077,173.611108514116,0.077,202.157221846058,0.077,167.694993601607,0.077,123.318356604517,0.077,68.0728558933027,0.077,37.6591576164827,0.077,17.1715456837814,0.077,6.08744347669154,0.127,62.8689898084249,0.127,36.493690349791,0.127,23.92546889788,0.127,10.2840051512036,0.127,0.629607535029567,0.127,0.335910152188378,0.127,1.6813895052606,0.127,0.157259805393854,0.127,0.524912632141345
0.078,181.013020399219,0.078,209.877545107963,0.078,173.866171309725,0.078,125.63585177086,0.078,69.7686393149018,0.078,38.9417551418765,0.078,19.6248866740361,0.078,6.77077015092918,0.128,63.5563110180937,0.128,41.1731327608998,0.128,24.2521081666252,0.128,10.7552929156768,0.128,0.764962909015024,0.128,0.193633132295642,0.128,1.62930181647635,0.128,0.109255315628693,0.128,0.530103558580622
0.079,186.734707007442,0.079,216.714244554154,0.079,179.797037470708,0.079,132.880761035711,0.079,71.7761281792045,0.079,41.3293485278971,0.079,20.3693198177085,0.079,7.3730802934907,0.129,66.8486175485667,0.129,39.300298279917,0.129,25.8861816723669,0.129,10.887030183289,0.129,0.408479365934053,0.129,0.0944505613419731,0.129,1.51587873103,0.129,0.079489591565195,0.129,0.454840401863578
0.08,192.364325375645,0.08,223.232544832283,0.08,191.243424253023,0.08,135.612008998219,0.08,75.2611170276106,0.08,43.1694765738637,0.08,22.8655758514885,0.08,8.69453215596232,0.13,68.5018287568427,0.13,41.6579409862988,0.13,27.5552002906735,0.13,11.3976341842203,0.13,0.916421758838457,0.13,0.0263766226670042,0.13,1.53754471284462,0.13,0.019051008674642,0.13,0.402504240502827
0.081,196.156109492623,0.081,228.449645911728,0.081,199.419384305973,0.081,141.949911333536,0.081,78.8933596362297,0.081,46.1423913288621,0.081,24.8111071884231,0.081,10.1964821998318,0.131,70.7101377169228,0.131,43.3911753636606,0.131,30.7537860209012,0.131,11.9805655977261,0.131,1.52459903910773,0.131,0.0265489271248502,0.131,0.902099930921694,0.131,0.0205020585955417,0.131,0.406625181750711
0.082,198.0816937269,0.082,230.312084366821,0.082,204.103255934922,0.082,145.321820354083,0.082,80.3862032784435,0.082,50.7982210024946,0.082,24.9175547996437,0.082,10.4163070038841,0.132,72.068519113067,0.132,45.0715910131825,0.132,28.2000192538253,0.132,13.3425273762796,0.132,1.34930597950585,0.132,7.52453876980076e-05,0.132,1.25571979312784,0.132,0.000554458492739465,0.132,0.335504522365513
0.083,205.988935434423,0.083,243.182443933174,0.083,209.350261981545,0.083,148.009096682186,0.083,82.3892248384814,0.083,52.176599054443,0.083,27.2116401864378,0.083,11.2742937928506,0.133,73.9378057743308,0.133,46.4367469545428,0.133,31.745758162831,0.133,12.5525986627189,0.133,1.8564568756445,0.133,0.00787778963047243,0.133,1.22822752871059,0.133,0.000148430004903393,0.133,0.293819347337155
0.084,214.152053088522,0.084,251.626155139395,0.084,213.764487923835,0.084,151.11585556097,0.084,84.772684766594,0.084,54.8786825040751,0.084,30.04306054977,0.084,12.2804440886749,0.134,74.7372646677473,0.134,48.0757857444035,0.134,32.5023415910475,0.134,14.6002634768664,0.134,1.91894321935749,0.134,0.0113165610170584,0.134,1.19947120400928,0.134,0.000620072778550792,0.134,0.248231316964776
0.085,220.685759772455,0.085,258.128688485463,0.085,218.292352252377,0.085,155.327709899597,0.085,90.3186488745563,0.085,58.7807523257275,0.085,30.8197927725117,0.085,12.8205310102751,0.135,78.2973902026237,0.135,50.4094465010056,0.135,32.1817308032329,0.135,15.1506718291588,0.135,1.41491660988359,0.135,0.0393920388730468,0.135,0.884504071233808,0.135,0.0146205233814699,0.135,0.251881228436992
0.086,224.056456279581,0.086,262.51606319294,0.086,224.276589420409,0.086,158.56715815843,0.086,94.8059022231773,0.086,62.6038109650324,0.086,33.3055031633308,0.086,15.3822542655183,0.136,81.053709059139,0.136,53.3189977854937,0.136,36.0334449619854,0.136,15.045977716258,0.136,2.06003357788044,0.136,0.0126960852018186,0.136,0.892119833425558,0.136,9.24472416363566e-05,0.136,0.260942822728302
0.087,232.436295754511,0.087,271.919451789172,0.087,230.051112907369,0.087,163.047156605119,0.087,97.8244469386094,0.087,66.2664124701314,0.087,34.3712644028773,0.087,17.3943345824797,0.137,83.141344778556,0.137,53.7077359692861,0.137,37.7209307387399,0.137,15.4225164007884,0.137,2.26707891269452,0.137,0.025715842565968,0.137,0.498426275871505,0.137,0.0113650778479786,0.137,0.350880359075794
0.088,239.442716454035,0.088,282.668829446413,0.088,233.270554265955,0.088,166.521896295242,0.088,101.292728879829,0.088,69.6935828077835,0.088,35.8393286225046,0.088,18.5844302603276,0.138,85.7491942453082,0.138,55.330924914707,0.138,33.7566900792197,0.138,15.5743935795932,0.138,2.42224822526067,0.138,0.0990612028355454,0.138,0.63699895358435,0.138,0.0248574903715237,0.138,0.216323726219676
0.089,247.828417716882,0.089,293.4927399252,0.089,237.996362802398,0.089,170.719377537306,0.089,107.159249266892,0.089,72.5600697175448,0.089,37.637841610842,0.089,19.860094194304,0.139,85.613662775885,0.139,55.5972852090189,0.139,34.9799292934926,0.139,16.8729995566851,0.139,3.23586395915907,0.139,0.136017081197263,0.139,0.475193898902459,0.139,0.0363953600897384,0.139,0.123815502459232
0.09,251.794056065307,0.09,295.187947623769,0.09,240.251058219617,0.09,177.208339268206,0.09,113.715831956916,0.09,74.8023294719311,0.09,40.2609487412037,0.09,21.1485225193818,0.14,89.0076165142367,0.14,57.5870201482752,0.14,41.9205678023125,0.14,17.2005196404358,0.14,2.63624001057458,0.14,0.143563866437018,0.14,0.261193025579579,0.14,0.0994785303506796,0.14,0.102402312046798
0.091,255.121673948338,0.091,299.986319476577,0.091,247.22900514101,0.091,182.829936381105,0.091,118.040191304708,0.091,76.3601330951214,0.091,43.6989879926477,0.091,23.3789769737173,0.141,92.1372583243271,0.141,59.2205796027832,0.141,43.2217253887509,0.141,18.6838676709342,0.141,2.66684536432642,0.141,0.200263694449381,0.141,0.274728759485241,0.141,0.119560065923351,0.141,0.148886668429599
0.092,257.717414299345,0.092,306.303837007027,0.092,254.644704769002,0.092,189.961785318654,0.092,119.807965000039,0.092,79.5300770742126,0.092,45.0801468530473,0.092,24.4483641200615,0.142,95.9618274015248,0.142,59.6862630667541,0.142,41.6139215891988,0.142,16.7167742949645,0.142,2.16686254963491,0.142,0.295443041405582,0.142,0.419908993111668,0.142,0.184539533287481,0.142,0.105091058116926
0.093,266.676707436999,0.093,316.304296351246,0.093,259.519006970701,0.093,192.561484488183,0.093,124.503001383034,0.093,82.8580280985823,0.093,47.1638641862997,0.093,25.9240410336526,0.143,96.8724746842148,0.143,63.9327653532063,0.143,46.8539537541657,0.143,18.7838308461534,0.143,4.2624235434891,0.143,0.204533295990275,0.143,0.285430441903254,0.143,0.245382613412502,0.143,0.106896412969447
0.094,269.037600399445,0.094,323.941669266912,0.094,262.29844418782,0.094,198.273189800291,0.094,129.375127917221,0.094,86.9429347672062,0.094,48.3600987342698,0.094,27.0655097132029,0.144,97.977035103094,0.144,66.0241203878826,0.144,47.9169281081124,0.144,20.4922044271043,0.144,4.39597086369339,0.144,0.00691366479384183,0.144,0.283269687208587,0.144,0.278916356780978,0.144,0.108427789535667
0.095,274.940591972563,0.095,328.999811330162,0.095,266.349349181308,0.095,201.208852786382,0.095,132.38856733613,0.095,88.8172785525625,0.095,50.3422812851436,0.095,28.5416287893776,0.145,102.268139871906,0.145,67.5379793951851,0.145,44.7681434053556,0.145,21.7124320852539,0.145,5.08975139666678,0.145,0.316372732825717,0.145,0.28634558158519,0.145,0.344290571247933,0.145,0.1100936751987
0.096,279.721191334109,0.096,337.780145472651,0.096,269.747673686074,0.096,202.904810593607,0.096,138.997249968939,0.096,94.4779983601916,0.096,51.4519886167372,0.096,31.1530173963244,0.146,105.61852496241,0.146,68.9604002997615,0.146,46.0946955320577,0.146,20.1455344309278,0.146,5.61147463563726,0.146,0.479559214108086,0.146,0.175219370454333,0.146,0.338175274734361,0.146,0.149276760593884
0.097,282.24283018807,0.097,344.773525876865,0.097,275.277250837112,0.097,209.412010842243,0.097,144.459680682234,0.097,97.721582106917,0.097,55.4971088087421,0.097,33.3458595458002,0.147,108.617263803738,0.147,70.6094916656278,0.147,49.9834978718991,0.147,23.9849871307481,0.147,5.53145258913508,0.147,0.0572792222890321,0.147,0.248005954789151,0.147,0.357778384943374,0.147,0.113732086829161
0.098,286.895627970718,0.098,347.731273778137,0.098,281.274818792649,0.098,216.299268518786,0.098,147.233456483376,0.098,102.854367784062,0.098,59.8634749448869,0.098,37.5711256657743,0.148,109.719329225424,0.148,71.1488756355426,0.148,53.5768740234544,0.148,24.0128722794485,0.148,5.95928833642577,0.148,0.571199271293214,0.148,0.193683742758759,0.148,0.395699806313444,0.148,0.115497568956704
0.099,293.212258408802,0.099,365.750614440931,0.099,288.795024377942,0.099,221.819312887336,0.099,156.085066008193,0.099,106.10645091438,0.099,63.4477121112312,0.099,40.7376560453206,0.149,111.485800852768,0.149,73.0991992795,0.149,51.0796207295544,0.149,25.2496607051138,0.149,4.77639698959698,0.149,0.533433888389407,0.149,0.173917500269465,0.149,0.421690917507549,0.149,0.115896862087166
0.1,299.625331248685,0.1,374.34436806064,0.1,292.63059629271,0.1,228.767817580131,0.1,160.789896219655,0.1,107.605581409033,0.1,64.0687417125397,0.1,41.8566208928444,0.15,114.330384584931,0.15,76.0543976938263,0.15,52.0428926337382,0.15,26.0000081137348,0.15,6.38770145897835,0.15,0.694324211888792,0.15,0.120311239232794,0.15,0.414846870609642,0.15,0.124005241848806
NA,NA,0.101,379.982136158781,0.101,299.779892858076,0.101,236.961193412574,0.101,166.787219061906,0.101,110.470999053697,0.101,67.4086215540199,0.101,43.5819894940215,NA,NA,0.151,77.1479090319897,0.151,55.2372172649407,0.151,26.1438624450046,0.151,4.99877796079725,0.151,1.07077722707412,0.151,0.0747442926933894,0.151,0.416616209424029,0.151,0.0295933365834132
NA,NA,0.102,386.603848022913,0.102,302.299931723807,0.102,240.463003228323,0.102,166.92631375946,0.102,112.205809771149,0.102,72.4977726186978,0.102,46.9158183087602,NA,NA,0.152,77.4036682974245,0.152,54.3054076441776,0.152,24.9604818301737,0.152,6.4378433174358,0.152,1.19954932770962,0.152,2.55543881359561e-05,0.152,0.421811696438722,0.152,0.0682547077037444
NA,NA,0.103,389.302383658201,0.103,309.259551310046,0.103,244.523404806438,0.103,170.824558955513,0.103,113.898065131576,0.103,76.0590831258791,0.103,47.6531932339582,NA,NA,0.153,78.1972540811672,0.153,54.6778615559529,0.153,25.6672946534439,0.153,6.7608381307432,0.153,1.14508266093715,0.153,0.0513388247142805,0.153,0.495270912581631,0.153,0.0693129480683543
NA,NA,0.104,401.047201282993,0.104,312.961792777524,0.104,252.070806588191,0.104,175.625657768737,0.104,117.468245647068,0.104,79.1830657790141,0.104,49.0508884556756,NA,NA,0.154,80.9270307407807,0.154,57.5436813925583,0.154,25.9584025684341,0.154,9.81044038750579,0.154,1.33992439348002,0.154,0.0324591562192429,0.154,0.567208127136966,0.154,0.0288095633278408
NA,NA,0.105,409.868962487893,0.105,321.459805380861,0.105,259.843849155016,0.105,183.635969976452,0.105,122.151257745489,0.105,81.5928457219267,0.105,51.5296347358781,NA,NA,0.155,81.0127719880922,0.155,56.9248709959566,0.155,28.9128409181092,0.155,10.0357698472523,0.155,0.728808021901289,0.155,0.0039695171193603,0.155,0.591191586407222,0.155,0.0624240833141606
NA,NA,0.106,415.170855589877,0.106,332.818090772483,0.106,266.845048477294,0.106,187.93387381849,0.106,127.056108961111,0.106,83.7238878832843,0.106,54.3708215130037,NA,NA,0.156,84.4134792799155,0.156,59.5424704389573,0.156,29.200887747689,0.156,10.9413891176577,0.156,1.92904159037182,0.156,0.0217566778643128,0.156,0.63615593103392,0.156,0.00823385934431937
NA,NA,0.107,427.51634646065,0.107,337.216233426837,0.107,272.314119655178,0.107,192.998481249506,0.107,131.789220259982,0.107,85.9809713753839,0.107,57.0178906301438,NA,NA,0.157,87.2494622770864,0.157,58.3514490050543,0.157,28.9355591482249,0.157,9.63989862270267,0.157,2.07672001243827,0.157,0.0199319042374074,0.157,0.584086242614537,0.157,0.0497450084465268
NA,NA,0.108,435.154030543994,0.108,344.017212381134,0.108,275.775132761591,0.108,198.533617235363,0.108,133.946424258551,0.108,92.2014097918583,0.108,60.2347457809552,NA,NA,0.158,88.659470659102,0.158,62.0119704994466,0.158,31.7743514797442,0.158,12.1287295965992,0.158,2.17917898316643,0.158,0.000308712589676873,0.158,0.742120438273985,0.158,0.0111374943399921
NA,NA,0.109,448.262716729573,0.109,352.561449021849,0.109,281.95963761562,0.109,200.458781828236,0.109,138.176809164593,0.109,93.181691054002,0.109,62.4929487753242,NA,NA,0.159,91.0769535862104,0.159,62.8591086609148,0.159,32.4661765986646,0.159,10.3837659903519,0.159,2.51071627471551,0.159,0.0397781291282475,0.159,0.688424072257847,0.159,0.0542515972122029
NA,NA,0.11,450.775966942596,0.11,358.149873358067,0.11,286.437522525969,0.11,205.833096279088,0.11,141.973739088181,0.11,95.8638318546124,0.11,64.3388260637607,NA,NA,0.16,91.4307337356137,0.16,63.8403285895288,0.16,33.6073674318217,0.16,13.2394858612272,0.16,2.56737838859137,0.16,0.00070709874049912,0.16,0.798880326647985,0.16,0.000389666988752828
NA,NA,0.111,454.747172991626,0.111,365.747899123014,0.111,295.132276353531,0.111,210.029094650665,0.111,144.194659234564,0.111,97.3721814152924,0.111,65.122030134565,NA,NA,0.161,93.763279111823,0.161,62.4745578423323,0.161,34.1935879224632,0.161,13.2068391298883,0.161,3.14564871913861,0.161,0.00789491151626486,0.161,0.779842803022913,0.161,0.000787641413735518
NA,NA,0.112,461.953189586385,0.112,368.020734980716,0.112,301.657182172517,0.112,214.983018028639,0.112,150.172438074331,0.112,99.70243787194,0.112,66.0042802196813,NA,NA,0.162,95.8946620976346,0.162,65.2606354223747,0.162,34.8790614791081,0.162,10.5405416354971,0.162,2.6032621011492,0.162,0.146910766235803,0.162,0.738597929691205,0.162,0.0192395075985177
NA,NA,0.113,468.463667054228,0.113,376.760499236098,0.113,308.426762939578,0.113,224.74733198045,0.113,153.602582133287,0.113,103.334719826913,0.113,68.6280799954419,NA,NA,0.163,97.4049958333287,0.163,64.3125741922184,0.163,35.0972350095878,0.163,14.6940191147287,0.163,3.22513559811166,0.163,0.0614749090660022,0.163,0.793592036849593,0.163,0.00149555160061844
NA,NA,0.114,472.876058614265,0.114,383.836738797944,0.114,312.050040146195,0.114,231.3181849634,0.114,159.03826509106,0.114,105.868843281959,0.114,70.6075383134029,NA,NA,0.164,99.3262632488529,0.164,65.2847012765512,0.164,36.6718366638887,0.164,11.4157703575239,0.164,3.02570350758126,0.164,0.111975530448312,0.164,0.782152902945018,0.164,0.00611849473533125
NA,NA,0.115,479.768063191128,0.115,386.785311864675,0.115,315.465844761992,0.115,237.575682202843,0.115,160.040809655705,0.115,109.316608638648,0.115,72.7618143022283,NA,NA,0.165,102.965021645529,0.165,70.8500784894847,0.165,37.8007374569671,0.165,12.3825503003635,0.165,2.20128747241683,0.165,0.0883389442198684,0.165,0.774904025240777,0.165,0.00490150136986424
NA,NA,0.116,487.546695964766,0.116,397.545724093096,0.116,320.811989333058,0.116,243.831699161539,0.116,164.675000223376,0.116,112.727200011913,0.116,75.1481753941354,NA,NA,0.166,104.078382905814,0.166,68.3253902098141,0.166,37.9538372237938,0.166,15.3125921474438,0.166,3.64287150814743,0.166,0.193168902490453,0.166,0.813685249981325,0.166,0.0114411174608089
NA,NA,0.117,494.579410919048,0.117,405.238696891617,0.117,325.872953338303,0.117,249.714270681246,0.117,168.033957171562,0.117,117.600394278617,0.117,77.8525860343493,NA,NA,0.167,106.215623765204,0.167,70.5017915131691,0.167,40.5588591767163,0.167,15.4053995623321,0.167,3.38922551017363,0.167,0.228848952059935,0.167,0.818226476400988,0.167,0.000554607546689308
NA,NA,0.118,500.815644515676,0.118,413.448771513288,0.118,336.677557363836,0.118,256.040756809265,0.118,173.941629942358,0.118,120.040233787266,0.118,80.0969153337248,NA,NA,0.168,107.161255516856,0.168,72.992794782551,0.168,40.354715839865,0.168,13.5047715370674,0.168,3.15054078147784,0.168,0.231106876447915,0.168,0.832915589506615,0.168,0.016750001038101
NA,NA,0.119,506.952538816429,0.119,426.211725131298,0.119,342.429474348279,0.119,260.59185851219,0.119,177.946780987878,0.119,122.455867062679,0.119,82.1131665788394,NA,NA,0.169,108.375145541575,0.169,73.381154470309,0.169,40.5067355019845,0.169,14.3548777513329,0.169,3.8889053371313,0.169,0.357360100845158,0.169,0.987324674961527,0.169,0.0165592487914534
NA,NA,0.12,507.040309069396,0.12,430.019763668026,0.12,349.992915462458,0.12,268.059000882477,0.12,182.425853564106,0.12,123.730521475061,0.12,83.4677444182463,NA,NA,0.17,109.787033741992,0.17,74.2048864868485,0.17,42.2788709009499,0.17,17.1484235942455,0.17,3.80353377816814,0.17,0.274612699406105,0.17,0.951822306703467,0.17,0.0167740271283049
NA,NA,0.121,516.25511446393,0.121,433.7707460084,0.121,353.958093696019,0.121,272.514837406286,0.121,184.026047983603,0.121,128.336019973004,0.121,85.4530361336194,NA,NA,0.171,110.433548994537,0.171,79.2993298885098,0.171,44.5138770315059,0.171,17.7868110697671,0.171,4.45886535210092,0.171,0.295076824228036,0.171,1.03098131436768,0.171,0.0666566332583392
NA,NA,0.122,517.873820271907,0.122,443.379921553552,0.122,358.027370739488,0.122,279.653233312855,0.122,188.279576673101,0.122,131.421848334375,0.122,86.5172866164367,NA,NA,0.172,110.404066813453,0.172,77.4541318901037,0.172,44.5341008700159,0.172,19.2831392736617,0.172,3.73139928361927,0.172,0.533790514072919,0.172,1.40078400759663,0.172,0.0733481206627649
NA,NA,0.123,525.469838085586,0.123,445.220425261011,0.123,361.960072695518,0.123,285.804216662151,0.123,192.140245621499,0.123,133.056772778088,0.123,89.6085658884623,NA,NA,0.173,111.304263434209,0.173,79.5004729238291,0.173,45.5932195495236,0.173,16.1287628222755,0.173,3.46341917350941,0.173,0.495944679901297,0.173,1.13891683995633,0.173,0.113154190089871
NA,NA,0.124,528.842497443054,0.124,457.088147063623,0.124,369.092884072162,0.124,290.277755346092,0.124,194.143375778194,0.124,136.67994621075,0.124,91.7092665512148,NA,NA,0.174,115.681383630499,0.174,82.7161138683348,0.174,45.9425248018182,0.174,18.3337215577591,0.174,4.534520076882,0.174,0.597880428883549,0.174,1.20113194629509,0.174,0.102158484749644
NA,NA,0.125,531.715305113725,0.125,466.906441296429,0.125,370.277545826323,0.125,294.217336576089,0.125,197.370789525155,0.125,144.139930166783,0.125,93.3241648156524,NA,NA,0.175,116.927953466126,0.175,83.7215719934626,0.175,46.3497607098102,0.175,19.9680874786855,0.175,5.19306619636897,0.175,0.739965729593944,0.175,1.29871567312254,0.175,0.16839315218103
NA,NA,0.126,534.219722803913,0.126,472.193649161483,0.126,378.346651980675,0.126,298.097398336714,0.126,203.84321104645,0.126,147.640620974585,0.126,93.7998954724738,NA,NA,0.176,119.352760409425,0.176,82.8865417772983,0.176,47.7542366119147,0.176,21.6290860410035,0.176,4.91335048749387,0.176,0.655807457925058,0.176,1.35162801441703,0.176,0.173920788518445
NA,NA,0.127,540.725232902745,0.127,478.147795530275,0.127,382.268585644311,0.127,306.097913423086,0.127,205.17570022151,0.127,151.6934215625,0.127,94.9865272291779,NA,NA,0.177,120.40195978539,0.177,85.0934894233116,0.177,50.0797868359579,0.177,21.6556107414925,0.177,5.31954934222103,0.177,0.907766665425229,0.177,1.3965607816994,0.177,0.175447825297479
NA,NA,0.128,546.980897137713,0.128,487.38421858865,0.128,388.657078913407,0.128,311.604940479458,0.128,209.567802928078,0.128,154.063589464013,0.128,97.2577930119667,NA,NA,0.178,121.650976589229,0.178,88.7256307121663,0.178,50.4125511441842,0.178,22.8234834497042,0.178,5.64743496487929,0.178,0.693264461175901,0.178,1.3759440394137,0.178,0.203058568591004
NA,NA,0.129,559.628586641984,0.129,493.06035375096,0.129,398.575819334621,0.129,312.884501663743,0.129,213.329387911222,0.129,159.760208706712,0.129,99.0598847735592,NA,NA,0.179,124.715441407611,0.179,84.4455608703113,0.179,52.1644950987239,0.179,23.4396034017767,0.179,4.89594071841858,0.179,0.7521011758173,0.179,1.47780518721292,0.179,0.307931918279926
NA,NA,0.13,568.982068978678,0.13,505.470370571032,0.13,403.533445527363,0.13,316.597734038661,0.13,217.535774201668,0.13,161.039564371171,0.13,99.5273869580483,NA,NA,0.18,126.982459655181,0.18,90.9837317340085,0.18,51.9558766936384,0.18,24.4201625648668,0.18,5.58183832692267,0.18,0.839383434876631,0.18,1.55157373306966,0.18,0.237983231830627
NA,NA,0.131,570.487630398929,0.131,511.09307693562,0.131,408.666230797462,0.131,321.83767791612,0.131,219.026249984632,0.131,164.651234195651,0.131,100.701276151619,NA,NA,0.181,128.460305526377,0.181,90.2322030211544,0.181,54.7432699040281,0.181,24.6662474827208,0.181,5.96719558042733,0.181,0.827489670644928,0.181,1.65423968450496,0.181,0.290126948504791
NA,NA,0.132,578.981538715082,0.132,515.256736320314,0.132,412.185263783413,0.132,326.489849507917,0.132,222.948667768655,0.132,167.638854091316,0.132,104.174226696075,NA,NA,0.182,130.138077977301,0.182,91.6320496081321,0.182,54.2905662320809,0.182,23.835628926702,0.182,6.25522976038526,0.182,0.832546684194714,0.182,1.73342752467986,0.182,0.310040882065375
NA,NA,0.133,586.012068064468,0.133,519.919861299701,0.133,417.832218753198,0.133,336.188941310479,0.133,224.897276615081,0.133,171.648679997998,0.133,107.14402892243,NA,NA,0.183,133.156026842682,0.183,92.6717547096039,0.183,55.4924375509545,0.183,24.9238321604535,0.183,6.42074264176351,0.183,1.02015612220883,0.183,1.99128268808988,0.183,0.310883139211129
NA,NA,0.134,592.456711332478,0.134,528.672548700083,0.134,425.821586064319,0.134,340.386379943884,0.134,226.371078299711,0.134,174.80031739602,0.134,110.088287384397,NA,NA,0.184,134.264253269858,0.184,94.3187064235709,0.184,55.6746449624636,0.184,22.8077923594778,0.184,6.50025743025402,0.184,1.17174368026969,0.184,2.08155658663928,0.184,0.31123156651433
NA,NA,0.135,599.055379389612,0.135,539.506813002884,0.135,432.602784266353,0.135,346.40022312736,0.135,230.686874391628,0.135,179.308694478286,0.135,110.99722202429,NA,NA,0.185,136.129176860625,0.185,93.8606869715818,0.185,57.1907328580325,0.185,28.5463813610274,0.185,6.92323592652898,0.185,1.0855441907905,0.185,2.22502026533332,0.185,0.459246452463383
NA,NA,0.136,603.317329548594,0.136,551.58478962863,0.136,439.160404153822,0.136,349.915731368694,0.136,235.883058733274,0.136,182.069867753255,0.136,109.363644781803,NA,NA,0.186,136.207921486431,0.186,94.2509072647034,0.186,59.3759195815491,0.186,29.5750312299,0.186,7.27163357595984,0.186,1.35284100943509,0.186,2.44539445521337,0.186,0.356692829916273
NA,NA,0.137,612.217606723878,0.137,559.922433289192,0.137,447.095718629745,0.137,355.13876866163,0.137,236.48722064004,0.137,187.416593913279,0.137,110.420230688108,NA,NA,0.187,138.040246268422,0.187,95.8866860627055,0.187,59.0296971052526,0.187,28.3390822283764,0.187,7.41487993114365,0.187,1.1313643245323,0.187,1.96031305172282,0.187,0.287749528267764
