"grid","nfta10","grid.1","nfta15","grid.2","nfta20","grid.3","nfta25","grid.4","nfta30","grid.5","nfta35","grid.6","nfta40","grid.7","nfta45","grid.8","nfta50","grid.9","nfta55","grid.10","nfta60","grid.11","nfta65","grid.12","nfta70","grid.13","nfta75","grid.14","nfta80","grid.15","nfta85","grid.16","nfta90"
0.068,2.14287446962348,0.068,12.1662784971345,0.068,28.7098829161318,0.068,21.4075574911184,0.068,9.73952151319014,0.068,3.40063268593747,0.068,1.10236005527994,0.068,8.31663111330667,0.118,2.9605049696216,0.118,0.0218966888141264,0.118,4.18973905896809,0.118,18.2459038629595,0.118,37.07894209649,0.118,46.3616372373176,0.118,71.6554297052368,0.118,65.2056012721931,0.118,28.5195521524879
0.069,2.73115209766673,0.069,12.6634661251729,0.069,31.4161530176458,0.069,22.6370943609975,0.069,11.0299492813929,0.069,3.45709683002635,0.069,0.643079554568851,0.069,7.74601292155792,0.119,3.57488357946418,0.119,0.0051609401651185,0.119,3.99285671428373,0.119,17.0956864437954,0.119,36.1499350666119,0.119,49.9013384125946,0.119,71.8953374369543,0.119,66.5536521156711,0.119,28.1030495130301
0.07,3.04228118860368,0.07,13.3216681033087,0.07,33.3911774414012,0.07,23.7633610983467,0.07,13.0936912216016,0.07,3.72927027023673,0.07,0.403422314210022,0.07,6.56413043901965,0.12,4.38883832864928,0.12,4.14592661619519e-06,0.12,3.34622296020801,0.12,17.3337498391319,0.12,36.3107192863979,0.12,48.0063664103472,0.12,71.108184754574,0.12,65.7002398863392,0.12,27.5898549743275
0.071,4.01974242731228,0.071,14.4649260861826,0.071,37.0265570157014,0.071,24.0061800037676,0.071,14.0360425048045,0.071,4.46662213255114,0.071,0.18489382799799,0.071,6.10060478692114,0.121,4.37457909885398,0.121,0.0170487636901725,0.121,2.81976504741848,0.121,16.4999618867655,0.121,32.8056019007463,0.121,49.4910809790411,0.121,74.6751935587686,0.121,64.542776692476,0.121,27.6434752689378
0.072,4.68288523738361,0.072,15.6738726952879,0.072,40.1157993136818,0.072,24.6164816596364,0.072,14.280253448102,0.072,5.75197641665784,0.072,0.135978035958822,0.072,5.58938354036436,0.122,5.06703811456172,0.122,0.0976580036758372,0.122,3.29991684470626,0.122,16.7012681271157,0.122,31.5613344486688,0.122,47.377536684292,0.122,74.126408180226,0.122,61.1114207547737,0.122,27.4126990959201
0.073,5.07274489412966,0.073,16.6888835235065,0.073,41.5128706510056,0.073,27.168918414088,0.073,15.0942691805788,0.073,6.00938385365437,0.073,0.03664569956775,0.073,5.0402925598852,0.123,5.26812121463626,0.123,0.121609089456075,0.123,2.42229561334936,0.123,15.6144542592424,0.123,30.5132967679031,0.123,46.5701892636,0.123,73.2153506465635,0.123,62.6661329149889,0.123,27.5969798208063
0.074,5.67200235067406,0.074,18.0100388710218,0.074,44.137669110966,0.074,30.5982833947048,0.074,16.5173767449121,0.074,6.75546948730152,0.074,0.00239055916221343,0.074,4.49923992754743,0.124,5.51943163066884,0.124,0.218929723046931,0.124,2.45357583117955,0.124,13.8936125013066,0.124,29.8940502464998,0.124,46.3783793260759,0.124,67.9494754674187,0.124,61.3053808170673,0.124,26.8214865044642
0.075,7.70969897046845,0.075,18.7698852457538,0.075,46.3901833097347,0.075,32.8551930274462,0.075,18.3197037951419,0.075,7.39261525972928,0.075,0.0909272624641077,0.075,3.66291209996211,0.125,6.74319661693716,0.125,0.147742939740199,0.125,2.1151750911199,0.125,14.3567086445037,0.125,29.1638525444774,0.125,44.9738635339016,0.125,73.6995203822171,0.125,61.4187043723403,0.125,26.7829474127261
0.076,7.92078006724051,0.076,19.5331903184043,0.076,50.2817620920307,0.076,35.0888077850086,0.076,19.6121231271015,0.076,8.10637118836435,0.076,0.310440416843448,0.076,3.20099013729724,0.126,7.11589900785076,0.126,0.423662097906975,0.126,1.06975559917436,0.126,12.6256337703039,0.126,29.173594680477,0.126,43.798790183245,0.126,71.1276433950167,0.126,61.1259247456371,0.126,26.4344071707362
0.077,12.0333593360955,0.077,21.6022515001206,0.077,52.0073477045197,0.077,35.9605726483259,0.077,21.657479898227,0.077,8.40594242004915,0.077,0.502894059698382,0.077,2.66159880961425,0.127,7.27585039124444,0.127,0.402443736073847,0.127,2.03264735174082,0.127,13.1136552174769,0.127,28.9536389725822,0.127,45.3593508054998,0.127,70.9388186329623,0.127,61.1374806649522,0.127,26.4842143543006
0.078,9.5479128793639,0.078,22.6435807115663,0.078,56.390717365399,0.078,37.8072854147583,0.078,23.8258558604305,0.078,9.35425360870686,0.078,0.698647432151887,0.078,2.25985369607246,0.128,8.02666650034877,0.128,0.582162933326357,0.128,0.760741274246892,0.128,10.7655062139494,0.128,28.3143559597525,0.128,45.2629766814057,0.128,69.5078000514847,0.128,60.0667528685071,0.128,26.2048649136698
0.079,11.4983674441923,0.079,24.1992426135186,0.079,56.7798936111883,0.079,39.4608732972207,0.079,24.7482810995354,0.079,11.4628907642637,0.079,1.05046126737534,0.079,2.05468354917609,0.129,8.63413353632148,0.129,0.65918122156746,0.129,0.630300253211576,0.129,11.4246601512983,0.129,26.7728189692355,0.129,42.3059626104865,0.129,70.5522544072976,0.129,56.9337269163351,0.129,25.338680698932
0.08,10.8847374294537,0.08,26.6951670158249,0.08,61.3508045282959,0.08,42.2494084843961,0.08,26.7639593350757,0.08,11.921405176319,0.08,1.47081891070194,0.08,1.4944744319822,0.13,9.37067913830596,0.13,0.831680316217428,0.13,0.649962900737213,0.13,10.5451482747065,0.13,25.3171782326762,0.13,41.1950009622781,0.13,70.5441943181948,0.13,60.7125234201106,0.13,25.9397860399768
0.081,12.1232894098948,0.081,28.0258034564206,0.081,64.5694395543097,0.081,46.2880773836303,0.081,29.1296909635598,0.081,13.0932381942379,0.081,1.83595962772206,0.081,1.08059024814868,0.131,9.41115453949413,0.131,0.950186459741861,0.131,0.49104514726713,0.131,10.4738228561242,0.131,24.9731457203798,0.131,42.954965520787,0.131,65.8707923333855,0.131,58.8527649940675,0.131,25.0909376161758
0.082,13.4451479989778,0.082,32.6312647696675,0.082,67.4878490796964,0.082,46.5744760057288,0.082,32.4928961088991,0.082,14.4891087131999,0.082,2.17994794672849,0.082,0.777734519074683,0.132,10.4642153577026,0.132,1.27625254718532,0.132,0.858941226973671,0.132,9.34611186548785,0.132,24.4909312609635,0.132,38.3733653572015,0.132,69.4156355354895,0.132,59.3445141272522,0.132,25.4966181477691
0.083,15.735175813126,0.083,33.9084710884692,0.083,69.4749840063788,0.083,50.4914541652171,0.083,32.7956702111051,0.083,16.2092702727599,0.083,2.30916969811985,0.083,0.457812433900877,0.133,11.8979244053118,0.133,1.45364095513381,0.133,0.876820727108921,0.133,8.04283852225196,0.133,22.5424558220446,0.133,39.9948514898635,0.133,66.8136315888721,0.133,58.3377048218828,0.133,35.4697523550173
0.084,19.0983749268046,0.084,36.4297592861158,0.084,74.7968471060903,0.084,52.3383299177663,0.084,34.8159330869879,0.084,18.2102787640573,0.084,2.80170451936652,0.084,0.058976165952415,0.134,12.2339424713531,0.134,2.22461946467318,0.134,0.895590882620867,0.134,8.70454363244121,0.134,21.1490637009124,0.134,39.99956208682,0.134,66.9894150825564,0.134,58.4445368544383,0.134,36.5242805104621
0.085,19.4228817028483,0.085,39.9692686079543,0.085,77.9849062010879,0.085,55.2685280363,0.085,37.325555459699,0.085,20.6462428826931,0.085,3.21682487060918,0.085,0.0216432942326,0.135,12.8099115249278,0.135,1.62066054949935,0.135,0.0438738662148664,0.135,8.69403555435518,0.135,20.4062768706891,0.135,39.2108102589139,0.135,65.737328115896,0.135,57.7290798469365,0.135,25.0418312780327
0.086,21.2362255681455,0.086,43.6585903576241,0.086,81.3246438222545,0.086,59.1768950888889,0.086,39.8328601922303,0.086,21.2982452807407,0.086,3.9547200747731,0.086,0.0130650192916013,0.136,13.8026025947853,0.136,2.59244866603085,0.136,0.607131915600993,0.136,8.27862200438448,0.136,19.6666326879084,0.136,38.8237622288413,0.136,61.7649832426729,0.136,57.734370848523,0.136,35.6250896214205
0.087,20.4014053199984,0.087,47.5294047488501,0.087,83.1313655037194,0.087,62.6220327636516,0.087,42.7321244079114,0.087,22.3217210078097,0.087,4.55735557466107,0.087,0.0433026329197702,0.137,14.6967041776406,0.137,3.02062609453519,0.137,0.184953935368991,0.137,8.02248480766675,0.137,21.6673516159357,0.137,34.6024119975749,0.137,64.0903344707842,0.137,57.2762008641129,0.137,25.0376817855223
0.088,26.5413802831537,0.088,50.487466731014,0.088,84.9364931551176,0.088,63.2465172535264,0.088,44.7623034686722,0.088,24.0104473094994,0.088,6.29861454723571,0.088,0.089733684602001,0.138,15.3897377607717,0.138,3.19313106662831,0.138,0.00707747601849269,0.138,7.20228622759025,0.138,19.4304366357443,0.138,34.0407873629078,0.138,64.0961386713491,0.138,57.3774799871497,0.138,24.9050141143551
0.089,24.1321265070939,0.089,52.4721198697032,0.089,86.8972233330137,0.089,64.9144385142715,0.089,46.5849636373291,0.089,25.0075267442026,0.089,7.67018839107711,0.089,0.147438231580308,0.139,16.8242010875649,0.139,3.18014513058211,0.139,0.0797328457516344,0.139,7.50211224746776,0.139,19.0805836425781,0.139,34.2224731472606,0.139,64.7873957687048,0.139,55.6119603687933,0.139,24.4505922968086
0.09,22.4593664449731,0.09,53.6009685371295,0.09,88.8654826300809,0.09,66.8064313217054,0.09,48.9541906433,0.09,26.4485960129539,0.09,9.01869673966875,0.09,0.217874497661904,0.14,18.1732254602378,0.14,3.10637838657568,0.14,0.0242175581103603,0.14,7.21726130414619,0.14,18.4946027073243,0.14,35.8005835652402,0.14,64.0765933619886,0.14,52.9604491842787,0.14,24.1891732472902
0.091,28.3448527668787,0.091,56.0593144541952,0.091,91.666710249892,0.091,68.1385252346574,0.091,50.1062615722033,0.091,27.1692240264991,0.091,9.84684806769214,0.091,0.270441361679808,0.141,19.3464985356916,0.141,3.46473757510181,0.141,0.0706313839386601,0.141,6.92330040714212,0.141,17.4991927261151,0.141,32.7172900311028,0.141,62.1091719060898,0.141,55.0418511773675,0.141,23.4457903238446
0.092,29.9943579523355,0.092,59.9254571555609,0.092,94.0734271352484,0.092,70.8385956299889,0.092,54.6643538899489,0.092,28.7805497935233,0.092,10.9585447419334,0.092,0.495835698145117,0.142,20.7017288875801,0.142,3.59587174474976,0.142,0.014361606581103,0.142,6.08147166304739,0.142,16.9629072850781,0.142,34.8978812667626,0.142,61.4956720911156,0.142,54.4672266606515,0.142,23.6181378774032
0.093,31.1666612620979,0.093,63.3959201355303,0.093,98.8759415015043,0.093,75.653396715241,0.093,56.1235249905602,0.093,30.0599327657169,0.093,12.587493117547,0.093,0.640139380007635,0.143,21.0603634514353,0.143,4.13085053225682,0.143,0.270112621003216,0.143,5.50359065765817,0.143,16.3901431084836,0.143,31.2987869920596,0.143,60.2774598593022,0.143,54.972119000356,0.143,22.6934267893843
0.094,31.3925455564832,0.094,67.9414373596712,0.094,101.397149793004,0.094,79.0831652810377,0.094,59.0035953033646,0.094,31.6607404538084,0.094,13.4376185876635,0.094,0.791370963677501,0.144,21.266244099017,0.144,4.03274125322177,0.144,0.00464333913393916,0.144,5.35145672061623,0.144,17.0097160529713,0.144,31.5044962037929,0.144,60.3181768413733,0.144,54.3156990218255,0.144,22.5999342317581
0.095,33.9957917599217,0.095,70.7698584671862,0.095,107.330522214441,0.095,82.7931253815887,0.095,63.4562862015964,0.095,33.0011940405291,0.095,14.0156328333456,0.095,0.966413580248893,0.145,22.1856255891291,0.145,4.47043348006413,0.145,0.024172409682382,0.145,5.01703439530007,0.145,15.7879990796655,0.145,31.7817724783112,0.145,60.599411828182,0.145,54.6576580516848,0.145,22.5233001231983
0.096,35.5311754380536,0.096,74.520065220827,0.096,107.326684576215,0.096,87.3035874241859,0.096,66.8008085637182,0.096,33.8228971708513,0.096,15.5920075150073,0.096,0.982931340406959,0.146,22.3419508503809,0.146,4.86007211881623,0.146,0.532910188084944,0.146,4.66995834157507,0.146,15.5772910232962,0.146,29.4903620449592,0.146,61.0138429325329,0.146,53.7499663524608,0.146,21.4240721771254
0.097,37.9413144715525,0.097,78.1710091474018,0.097,108.885149036422,0.097,87.681111958246,0.097,70.2380536621334,0.097,35.4604003440138,0.097,16.4379095777736,0.097,1.2399917344593,0.147,23.2039183899484,0.147,4.8685446243619,0.147,0.276306096143345,0.147,4.9316316904457,0.147,13.6815385069019,0.147,27.144174309815,0.147,59.6560048043954,0.147,53.4026283145619,0.147,20.9828747686791
0.098,38.6004330441478,0.098,83.1040638407429,0.098,111.952508941743,0.098,95.786428519241,0.098,74.3751038735461,0.098,37.8071836955103,0.098,18.3604827234134,0.098,1.55253826350754,0.148,23.3489061879371,0.148,5.73425939024694,0.148,0.19155828136262,0.148,4.64196137204863,0.148,13.6687189733199,0.148,26.694835428937,0.148,60.5655528124236,0.148,53.5151860139002,0.148,21.0375610622875
0.099,40.650061384694,0.099,85.9363006170608,0.099,117.922892584022,0.099,98.5239441969343,0.099,74.2801634328763,0.099,40.6341122700778,0.099,19.7305585440904,0.099,1.9786009988564,0.149,23.8994790559257,0.149,6.05819628934917,0.149,0.150338704307193,0.149,3.76013126178303,0.149,13.2142966689439,0.149,29.6559812123,0.149,59.0369095025369,0.149,48.2096062903522,0.149,21.6487118564238
0.1,44.5653091041948,0.1,89.1853141791843,0.1,120.053711945057,0.1,101.746325460252,0.1,74.8795224974182,0.1,41.904461185232,0.1,20.6551273603969,0.1,2.3348473519613,0.15,24.7574064848857,0.15,6.0481614772057,0.15,0.501428361780782,0.15,3.85287095261684,0.15,12.6564525215739,0.15,28.4326858499188,0.15,56.6401185728524,0.15,50.7815183543721,0.15,21.8425044106853
NA,NA,0.101,90.0357095555508,0.101,123.000868248387,0.101,104.861703011071,0.101,77.3254949523395,0.101,43.4772061021905,0.101,21.4948071524833,0.101,2.63013225584614,NA,NA,0.151,6.7001429458399,0.151,0.715363050469432,0.151,3.45693127918479,0.151,12.2586018606575,0.151,25.192328871285,0.151,56.0434136478352,0.151,53.1066259484424,0.151,20.3007186516031
NA,NA,0.102,94.0281345273191,0.102,125.345477439426,0.102,105.294813587799,0.102,81.6156536426787,0.102,44.5439528855703,0.102,23.5094424178717,0.102,2.82708500982048,NA,NA,0.152,6.9511010499772,0.152,0.830404179164063,0.152,3.3768256244931,0.152,12.5596337993309,0.152,26.8603331064657,0.152,55.0136292788692,0.152,51.1245799537,0.152,20.3487239757417
NA,NA,0.103,96.8396143747661,0.103,126.68678401845,0.103,110.122066881068,0.103,78.2866790948942,0.103,46.1382063181991,0.103,26.5583494317413,0.103,3.59314064434051,NA,NA,0.153,7.19097931374976,0.153,0.786876912307399,0.153,3.14266678895207,0.153,11.5119671584897,0.153,23.8301828921241,0.153,54.9408879667246,0.153,48.1686313776849,0.153,20.1047862037978
NA,NA,0.104,100.307667181242,0.104,131.225748639506,0.104,112.739757956266,0.104,87.086130207424,0.104,50.2728464913403,0.104,27.4137672589257,0.104,4.25600097433382,NA,NA,0.154,7.40081773006024,0.154,0.65992673876949,0.154,2.97887479617307,0.154,11.2718554953579,0.154,26.669861270573,0.154,52.8157637603442,0.154,48.4058232571779,0.154,19.7135387888883
NA,NA,0.105,102.147904339456,0.105,137.999005351406,0.105,114.599116761817,0.105,83.9506158830462,0.105,53.2646830537292,0.105,28.1499075515711,0.105,5.06640401769706,NA,NA,0.155,9.35540719970241,0.155,0.628176618144122,0.155,2.6006032119012,0.155,9.83350198873725,0.155,22.7575597230722,0.155,52.1137527027889,0.155,47.9786221308127,0.155,19.8881512161723
NA,NA,0.106,105.999999380751,0.106,139.966788135734,0.106,119.799311296022,0.106,87.4487883496715,0.106,54.9846272110494,0.106,28.9274116581194,0.106,5.64823887127734,NA,NA,0.156,9.4759011521742,0.156,0.793363842353329,0.156,1.86238814854648,0.156,9.85435182703737,0.156,24.9063938987579,0.156,51.1966309039949,0.156,46.4470431763747,0.156,19.3966405108554
NA,NA,0.107,109.855752111094,0.107,142.227572657184,0.107,128.115949404754,0.107,91.1396606610469,0.107,55.7126508516022,0.107,30.1070425905678,0.107,5.89399476494078,NA,NA,0.157,11.0153886316833,0.157,0.997602252879476,0.157,2.284620630952,0.157,8.98345345908372,0.157,23.5542966510468,0.157,48.7305069937298,0.157,47.4799754401678,0.157,19.3005484865728
NA,NA,0.108,115.671963615531,0.108,145.30263240005,0.108,131.590962206789,0.108,97.4908949638622,0.108,59.0522945565542,0.108,30.8875837200634,0.108,6.75623549784279,NA,NA,0.158,10.9622987085971,0.158,0.865249489639782,0.158,2.17315737866355,0.158,9.88650256536612,0.158,23.6056955374635,0.158,48.6484892401674,0.158,48.6720092222058,0.158,19.3716847088731
NA,NA,0.109,117.101307262317,0.109,162.245837152017,0.109,137.792729929027,0.109,98.6567187665267,0.109,63.3568490784826,0.109,30.9702667651564,0.109,7.73257484598568,NA,NA,0.159,11.5614081536612,0.159,1.24506807516998,0.159,1.7043557942162,0.159,8.53287162825621,0.159,20.9902747088678,0.159,46.7944734308758,0.159,46.3693361960195,0.159,19.414197392907
NA,NA,0.11,119.569198477022,0.11,153.128791902987,0.11,142.105354264219,0.11,102.88279046585,0.11,66.0684873135969,0.11,32.7799891791987,0.11,8.57085519322131,NA,NA,0.16,12.4572857003154,0.16,1.48365132539072,0.16,1.58862668254776,0.16,8.64375948410267,0.16,22.4043434377278,0.16,47.5750016712285,0.16,46.5412727993322,0.16,18.6389531264383
NA,NA,0.111,122.212975970935,0.111,155.636259955051,0.111,141.976718334255,0.111,104.783624666636,0.111,70.3170356608087,0.111,35.4414461773825,0.111,9.1973337769209,NA,NA,0.161,12.6840942608204,0.161,1.06501438138523,0.161,1.4863294099631,0.161,8.03353288759322,0.161,24.3096063741028,0.161,45.4631315591947,0.161,46.3055187436662,0.161,19.046451076951
NA,NA,0.112,124.853523071271,0.112,159.871109888807,0.112,144.906555416016,0.112,104.990135984536,0.112,72.848359849402,0.112,37.2229501850532,0.112,9.73435267854863,NA,NA,0.162,13.3236645290611,0.162,2.26415079397247,0.162,1.4517125670337,0.162,7.60322240791717,0.162,19.5506831221941,0.162,45.2267514370184,0.162,48.6947308187988,0.162,18.3318774495759
NA,NA,0.113,131.396837673366,0.113,164.39539938696,0.113,150.806846083473,0.113,110.209449679687,0.113,74.109289661036,0.113,39.2025682550059,0.113,10.5826021197845,NA,NA,0.163,14.6879384363076,0.163,3.01845225998586,0.163,1.21335608782082,0.163,6.89925067213375,0.163,19.6227137226668,0.163,43.5840238688559,0.163,49.2889842628055,0.163,29.2879561415415
NA,NA,0.114,134.181896368785,0.114,166.673460832632,0.114,155.621897966822,0.114,111.134548047165,0.114,74.8816546361446,0.114,41.3745058018555,0.114,12.7982628246324,NA,NA,0.164,15.557781244363,0.164,2.15833609672595,0.164,1.07997561687537,0.164,6.96497816793887,0.164,21.7613240426462,0.164,41.8092850545284,0.164,49.0289031259884,0.164,17.8368463246251
NA,NA,0.115,135.031614424647,0.115,170.222801822388,0.115,161.479512405829,0.115,118.443002726916,0.115,77.9424016273364,0.115,42.9783781536113,0.115,13.8779556196293,NA,NA,0.165,15.971642125168,0.165,2.02385472618539,0.165,0.891017933508662,0.165,7.1346356770945,0.165,18.1247643988989,0.165,42.3517667981203,0.165,46.5520525149275,0.165,18.0895018094039
NA,NA,0.116,141.058331033716,0.116,172.265580666049,0.116,167.812524926063,0.116,118.718066414492,0.116,79.71602932272,0.116,45.4924072950271,0.116,14.5212756437361,NA,NA,0.166,16.0727463891184,0.166,4.00699107463576,0.166,0.433692349036689,0.166,6.79894228905236,0.166,19.3539836141121,0.166,41.2680464836543,0.166,47.9075164099511,0.166,26.3014722541743
NA,NA,0.117,143.921863867072,0.117,175.864108472733,0.117,169.979828239342,0.117,119.544064485174,0.117,82.1791205115067,0.117,48.4618755063199,0.117,14.863206731,NA,NA,0.167,17.2459584798238,0.167,3.00246908467281,0.167,0.498640163350636,0.167,6.54984376622361,0.167,21.9960523042628,0.167,40.8026459124168,0.167,44.9718771618023,0.167,17.9399387262424
NA,NA,0.118,148.504095726792,0.118,180.218162715541,0.118,175.922589333376,0.118,124.737731900258,0.118,82.7859106302392,0.118,51.2705808666067,0.118,15.1011564530374,NA,NA,0.168,17.6905312978563,0.168,2.68102891345091,0.168,0.542992972423507,0.168,6.2430859420095,0.168,18.4722848472847,0.168,39.457400158688,0.168,46.5921408077252,0.168,17.6562219043199
NA,NA,0.119,155.59211041202,0.119,185.818769504398,0.119,181.78322936649,0.119,127.530981204103,0.119,83.8316132671381,0.119,52.2065667530543,0.119,16.4458113133408,NA,NA,0.169,18.1333742942224,0.169,3.62278318184971,0.169,0.355490308492185,0.169,6.19445128783236,0.169,21.7783160476782,0.169,38.5399932195375,0.169,45.1866714046123,0.169,16.9368993423913
NA,NA,0.12,157.73406250302,0.12,187.976765386056,0.12,186.09870183789,0.12,131.878339752901,0.12,86.6418574336708,0.12,53.3261543697403,0.12,17.1161058833125,NA,NA,0.17,19.1905146331787,0.17,3.64078135264142,0.17,0.32282203597421,0.17,6.1157353132602,0.17,21.6241526430949,0.17,38.8597365643515,0.17,45.1135840628402,0.17,16.6292318369721
NA,NA,0.121,159.901556577411,0.121,193.152152073652,0.121,189.204651389553,0.121,134.920436575662,0.121,91.8170721725096,0.121,54.1067404699771,0.121,17.3703806862665,NA,NA,0.171,19.0612565609074,0.171,4.64123295919212,0.171,0.152280458175263,0.171,6.01749112370937,0.171,20.9434835002742,0.171,37.40108646877,0.171,46.2778641127979,0.171,16.55472534209
NA,NA,0.122,164.93525434488,0.122,196.893356207168,0.122,194.160627048733,0.122,137.957052620489,0.122,94.2532156461363,0.122,54.9080323034732,0.122,19.5324234607206,NA,NA,0.172,20.6873489816566,0.172,5.69645942512576,0.172,0.180577183227902,0.172,5.70105618773807,0.172,16.0277176805333,0.172,38.1858085859068,0.172,46.7779795332178,0.172,16.4060122454652
NA,NA,0.123,171.337157164025,0.123,198.714044857334,0.123,196.70631836944,0.123,140.508098867126,0.123,97.7835720961493,0.123,57.1706189892923,0.123,20.9918000498114,NA,NA,0.173,20.6411270477501,0.173,3.85902570500047,0.173,0.153937561499058,0.173,5.71044420113197,0.173,15.5292638649597,0.173,37.5165291468967,0.173,45.4553040664694,0.173,15.751438559122
NA,NA,0.124,176.973741714,0.124,200.715113517622,0.124,199.326211998832,0.124,144.478165115519,0.124,101.071104108184,0.124,58.2898440512485,0.124,22.3002671353862,NA,NA,0.174,22.1024190221498,0.174,4.26966182958679,0.174,0.0952977631581733,0.174,5.34625402563073,0.174,16.977659342667,0.174,36.572981607797,0.174,46.7604345847961,0.174,16.0793780020697
NA,NA,0.125,182.944830158072,0.125,207.774112358065,0.125,202.45294086673,0.125,145.294727724326,0.125,102.371248025151,0.125,59.3755315475711,0.125,24.003896318005,NA,NA,0.175,22.0275311750222,0.175,4.44690863688841,0.175,0.0312372413400703,0.175,5.08624290048038,0.175,19.2272631134785,0.175,36.6047637423608,0.175,46.8267822834689,0.175,16.198162706871
NA,NA,0.126,184.170715529739,0.126,207.787258166243,0.126,203.565301069798,0.126,148.355980682124,0.126,104.852195370208,0.126,60.6709375376122,0.126,25.4150039990211,NA,NA,0.176,23.3022314083424,0.176,4.35733137452304,0.176,0.108458654709865,0.176,5.18856680333801,0.176,14.6509885858644,0.176,35.0463949690211,0.176,46.8927920870674,0.176,15.6724472660696
NA,NA,0.127,186.076737348861,0.127,214.629512905038,0.127,208.234160096909,0.127,152.391511878072,0.127,105.816483389801,0.127,63.2368809748114,0.127,26.424836589055,NA,NA,0.177,24.0177175806439,0.177,6.06619354303938,0.177,0.0563176342758613,0.177,4.54140941955921,0.177,17.3304131711197,0.177,32.7116229667862,0.177,44.6624544416133,0.177,15.708208556914
NA,NA,0.128,186.841996836434,0.128,218.913426775165,0.128,213.51158361934,0.128,157.52640111239,0.128,108.942135301185,0.128,63.9380722139657,0.128,27.2495401262332,NA,NA,0.178,24.7701058727257,0.178,5.27777966180252,0.178,0.000187422953543915,0.178,4.2005970503112,0.178,15.4346416055023,0.178,33.5559663742272,0.178,45.5008387918323,0.178,15.4129669444812
NA,NA,0.129,189.561140781585,0.129,221.628262352409,0.129,216.239809941561,0.129,163.626866660982,0.129,111.296765036864,0.129,67.0491629007008,0.129,28.5090036700524,NA,NA,0.179,26.1221328079156,0.179,8.32952067285981,0.179,0.0228718452451738,0.179,4.48954805520397,0.179,15.414603118569,0.179,31.6837717909609,0.179,45.477232745716,0.179,15.2623098573996
NA,NA,0.13,195.757659770112,0.13,222.514462083069,0.13,221.956475098061,0.13,168.214560868285,0.13,111.9391791393,0.13,69.0273607922075,0.13,30.5802345008831,NA,NA,0.18,25.6026445394758,0.18,6.65197119581434,0.18,0.00344770269147615,0.18,4.22630225390256,0.18,13.0407831618099,0.18,33.4134364557301,0.18,44.652695716433,0.18,25.4858704734606
NA,NA,0.131,199.109390442918,0.131,224.616004704945,0.131,224.560924133058,0.131,168.727162582857,0.131,115.250265487851,0.131,70.3452924997972,0.131,32.416637738698,NA,NA,0.181,27.7243425218441,0.181,5.72444081794835,0.181,0.0178398399342009,0.181,4.17814476120652,0.181,15.1994067805217,0.181,32.5633831238654,0.181,42.2758689596367,0.181,13.9948093686052
NA,NA,0.132,200.625043376098,0.132,228.423180943053,0.132,228.712232449434,0.132,172.345217266065,0.132,117.103059808264,0.132,72.6054900411179,0.132,32.6422709432458,NA,NA,0.182,28.0762031081777,0.182,5.513089695871,0.182,0.106956450710097,0.182,3.74692982033372,0.182,15.9649723315883,0.182,32.1717137073821,0.182,44.7465457789595,0.182,14.0306879965361
NA,NA,0.133,203.786088327655,0.133,226.351877183596,0.133,231.964690124037,0.133,174.869892586407,0.133,122.289158430509,0.133,74.3213170488868,0.133,33.8067426790006,NA,NA,0.183,28.7919003507545,0.183,8.79624492715367,0.183,0.068826341940225,0.183,3.27756359517954,0.183,14.9499129802329,0.183,31.0665457363605,0.183,44.9634148760336,0.183,15.0689034812767
NA,NA,0.134,205.947855855963,0.134,240.521026571754,0.134,236.862111281642,0.134,176.459131562176,0.134,124.433360168654,0.134,75.9749489445918,0.134,36.0903403300373,NA,NA,0.184,30.7470663418699,0.184,6.0612270424957,0.184,0.163690772134133,0.184,3.62871428624645,0.184,10.4714147638037,0.184,30.5478872197653,0.184,45.0872057106397,0.184,14.349624661872
NA,NA,0.135,208.286017408149,0.135,244.394995051446,0.135,240.50938200447,0.135,178.513866082565,0.135,127.590283517917,0.135,77.1892781992273,0.135,36.683282377657,NA,NA,0.185,30.8758677073028,0.185,6.73493120098581,0.185,0.155044283032387,0.185,3.13211889675308,0.185,11.2189104935926,0.185,30.6103832021618,0.185,43.8165449800762,0.185,14.0052217832807
NA,NA,0.136,211.130603723322,0.136,237.779380081539,0.136,246.658468611295,0.136,177.642114424702,0.136,128.762944823108,0.136,79.5980029718619,0.136,36.6937290836333,NA,NA,0.186,32.1837145599906,0.186,9.4096865206366,0.186,0.154954489427005,0.186,2.65322919162924,0.186,11.1482217580793,0.186,30.2353118673243,0.186,42.3481429063177,0.186,13.1239698599823
NA,NA,0.137,217.640730523276,0.137,242.255207576186,0.137,249.693384729489,0.137,180.62527347592,0.137,133.058975300068,0.137,80.6627763292888,0.137,39.5852053787005,NA,NA,0.187,34.1542736588117,0.187,10.3411956970967,0.187,0.475790372972388,0.187,2.88996987755458,0.187,11.6404142619477,0.187,30.3602240778567,0.187,43.8871397893464,0.187,13.5513143274029
NA,NA,0.138,220.524120827881,0.138,247.924475476874,0.138,252.542025387414,0.138,185.310331957593,0.138,133.691604549896,0.138,83.8726058028863,0.138,40.395100473758,NA,NA,0.188,35.3352604549794,0.188,13.6818769569837,0.188,0.17669338215125,0.188,2.48391472372489,0.188,13.216868507168,0.188,29.1461143430879,0.188,43.4666873972352,0.188,13.3076308028036
